Grain_Type,Temperature,Humidity,Storage_Days,Airflow,Dew_Point,Ambient_Light,Pest_Presence,Grain_Moisture,Rainfall,Spoilage_Class,Hours_To_Spoilage
Wheat,8.59,54.22,59,0.776,-0.13,28.0,0.067,11.7,2.9,0,571
Barley,18.27,73.84,260,0.114,13.52,184.1,0.21,12.92,6.2,1,101
Barley,6.67,57.91,8,0.798,-1.03,21.1,0.085,7.66,2.3,0,588
Rice,40.75,86.84,486,0.059,38.11,189.4,0.585,19.74,17.5,2,2
Wheat,33.45,82.69,319,0.048,30.09,178.1,0.907,19.87,21.8,2,5
Maize,32.08,83.58,484,0.124,28.94,51.8,0.758,20.49,11.9,2,2
Wheat,9.69,48.72,49,0.658,-0.59,39.8,0.077,10.25,2.1,0,525
Sorghum,33.92,73.28,407,0.208,28.45,195.2,0.416,13.29,5.9,1,37
Barley,31.06,88.71,271,0.045,28.97,204.9,0.733,16.48,28.2,2,6
Sorghum,41.09,84.09,657,0.041,37.85,3.3,0.662,15.85,22.7,2,6
Barley,13.27,83.02,198,0.396,10.45,146.7,0.272,13.84,5.7,1,87
Rice,37.33,84.71,451,0.053,34.31,58.0,0.368,22.74,13.8,2,1
Barley,32.61,86.3,491,0.033,30.01,281.1,0.417,16.51,6.9,2,4
Wheat,8.5,54.14,128,0.915,-0.24,39.2,0.06,10.08,2.5,0,549
Barley,13.09,63.84,147,0.916,6.4,2.1,0.053,12.57,0.3,0,593
Barley,13.25,51.98,22,0.523,3.6,23.9,0.116,9.65,1.8,0,498
Maize,19.98,72.3,360,0.493,14.84,144.1,0.117,18.7,7.9,2,66
Wheat,13.63,62.86,167,0.539,6.68,43.3,0.077,12.19,0.2,0,577
Rice,22.57,52.69,30,0.788,12.41,30.7,0.07,14.07,1.4,0,547
Sorghum,40.51,79.68,660,0.125,36.29,191.4,0.885,19.77,18.6,2,5
Sorghum,19.12,48.38,235,0.548,7.96,1.5,0.003,10.84,2.1,0,432
Barley,25.22,79.97,659,0.183,21.51,31.8,0.673,19.07,16.2,2,15
Maize,27.76,87.11,408,0.165,25.41,193.0,0.972,21.54,17.6,2,4
Maize,23.39,70.45,163,0.377,17.7,75.8,0.441,14.68,6.2,1,152
Wheat,29.79,78.05,495,0.232,25.54,13.4,0.297,18.75,8.6,2,20
Barley,11.41,66.16,52,0.648,5.32,44.4,0.092,11.07,2.1,0,506
Maize,34.45,84.13,531,0.109,31.37,89.9,0.849,23.88,23.8,2,2
Rice,17.58,56.27,104,0.554,8.77,18.6,0.087,11.25,2.6,0,542
Maize,23.39,83.19,118,0.249,20.37,170.0,0.291,13.61,2.1,1,112
Sorghum,19.08,41.62,207,0.653,5.73,12.9,0.14,8.66,0.8,0,460
Rice,16.04,49.49,102,0.892,5.47,20.5,0.066,10.59,0.7,0,504
Rice,25.43,65.64,276,0.481,18.52,133.2,0.228,16.06,4.2,1,253
Wheat,12.65,58.62,98,0.95,4.75,42.8,0.068,11.62,1.3,0,496
Rice,27.55,75.64,310,0.459,22.85,160.7,0.356,16.0,2.6,1,65
Wheat,26.5,68.94,470,0.128,20.32,186.5,0.445,14.24,7.7,1,75
Sorghum,35.3,83.91,730,0.161,32.15,207.8,0.879,16.68,8.5,2,3
Wheat,11.96,49.96,111,0.619,1.85,34.1,0.099,9.93,1.8,0,597
Rice,16.92,55.94,13,0.992,8.07,27.4,0.052,11.7,2.8,0,591
Wheat,13.59,44.49,68,0.645,1.72,34.5,0.034,14.17,0.3,0,568
Rice,17.08,46.88,49,0.474,5.64,12.0,0.001,14.89,0.8,0,562
Barley,11.99,61.49,166,0.612,4.82,10.9,0.058,10.43,2.7,0,537
Sorghum,28.42,78.51,293,0.167,24.31,78.1,0.418,14.35,9.1,2,20
Rice,19.32,60.39,117,0.311,11.45,7.6,0.086,9.75,0.0,0,589
Wheat,9.04,47.25,147,0.886,-1.6,3.4,0.076,11.03,1.0,0,506
Rice,43.24,86.08,189,0.199,40.39,127.7,0.683,21.01,28.1,2,1
Barley,7.61,60.95,187,0.487,0.56,12.2,0.138,8.73,1.6,0,424
Barley,7.95,64.01,96,0.595,1.56,36.1,0.042,14.88,0.3,0,599
Rice,21.45,59.36,25,0.417,13.19,49.0,0.138,11.94,1.4,0,508
Barley,18.23,74.56,433,0.147,13.63,191.0,0.381,14.42,3.1,1,51
Maize,31.86,86.32,295,0.008,29.28,142.7,0.537,18.82,25.2,2,4
Sorghum,25.89,74.55,268,0.178,21.01,89.4,0.426,15.03,2.1,1,65
Rice,32.26,88.37,433,0.032,30.08,227.7,0.643,23.37,18.7,2,2
Sorghum,33.24,69.27,250,0.295,26.83,118.1,0.451,14.21,9.9,1,63
Barley,18.13,72.33,212,0.466,13.07,87.8,0.437,15.88,9.5,1,87
Rice,35.11,64.48,228,0.18,27.38,17.3,0.374,15.96,7.9,1,29
Maize,6.64,46.75,51,0.524,-3.94,43.3,0.062,13.73,1.2,0,524
Wheat,14.41,65.26,185,0.714,7.97,38.0,0.142,9.85,0.2,0,466
Barley,8.59,48.07,47,0.551,-1.78,45.6,0.082,10.82,2.4,0,555
Wheat,16.66,77.35,139,0.191,12.68,103.7,0.112,11.98,7.5,1,220
Sorghum,25.56,55.22,15,0.912,15.9,47.5,0.098,12.79,2.6,1,498
Rice,18.85,65.02,69,0.837,12.13,3.6,0.028,11.14,2.6,0,593
Barley,9.8,60.69,87,0.984,2.57,26.5,0.047,10.03,1.8,0,555
Wheat,20.78,72.19,253,0.351,15.58,89.4,0.126,13.62,1.2,1,127
Rice,22.16,55.52,84,0.511,12.83,6.4,0.044,12.92,2.5,0,501
Maize,16.63,69.75,262,0.299,11.08,116.9,0.368,14.92,7.7,1,216
Wheat,10.55,56.7,92,0.744,2.31,41.5,0.009,11.21,1.4,0,592
Wheat,10.08,59.36,121,1.0,2.52,24.3,0.121,11.04,0.5,0,502
Maize,20.0,64.28,114,0.152,13.04,150.4,0.174,14.17,8.5,1,266
Sorghum,26.77,70.21,421,0.137,20.88,153.6,0.456,11.26,7.2,1,48
Maize,17.36,70.34,315,0.292,11.9,62.1,0.39,14.37,7.5,1,108
Sorghum,28.03,74.97,469,0.246,23.17,65.9,0.238,15.54,7.5,2,76
Maize,17.23,70.38,185,0.138,11.79,190.0,0.162,14.73,1.8,1,163
Sorghum,24.23,57.07,56,0.39,15.18,48.0,0.008,9.23,1.7,0,597
Sorghum,30.71,73.58,294,0.192,25.43,82.0,0.276,14.6,8.6,1,48
Sorghum,34.08,79.4,329,0.4,29.99,37.5,0.261,13.32,3.7,1,53
Barley,21.04,69.5,232,0.304,15.24,68.1,0.286,17.73,6.5,1,148
Barley,32.48,77.46,503,0.018,28.01,199.9,0.485,20.82,18.5,2,4
Rice,36.3,86.04,483,0.15,33.58,264.7,0.913,23.33,26.6,2,1
Barley,5.79,62.89,30,0.775,-0.73,40.7,0.011,10.46,2.3,0,600
Wheat,25.75,64.02,217,0.309,18.42,34.7,0.366,17.09,8.0,1,98
Barley,30.75,82.44,647,0.046,27.4,213.9,0.943,15.91,9.4,2,9
Barley,4.44,49.72,117,0.487,-5.15,18.1,0.053,11.32,1.4,0,496
Wheat,19.39,80.39,536,0.325,15.92,46.8,0.464,15.25,0.6,2,47
Rice,36.47,89.91,236,0.014,34.54,239.0,0.599,23.11,20.9,2,1
Wheat,19.18,75.39,492,0.491,14.72,186.8,0.309,15.3,8.6,2,72
Maize,16.2,77.11,182,0.486,12.18,27.0,0.323,16.33,8.9,1,62
Wheat,8.85,44.55,131,0.605,-2.57,3.0,0.087,10.56,0.5,0,498
Barley,10.79,57.4,134,0.629,2.71,16.0,0.054,10.44,2.8,0,566
Sorghum,26.57,75.21,511,0.149,21.81,194.6,0.456,15.38,3.5,2,24
Sorghum,28.92,71.08,331,0.273,23.14,138.3,0.313,13.87,6.6,1,46
Maize,15.81,73.99,187,0.243,11.18,133.5,0.464,14.74,9.1,1,74
Rice,25.35,77.96,168,0.19,21.22,166.0,0.479,18.11,1.0,1,40
Sorghum,36.83,80.06,712,0.164,32.81,169.7,0.688,15.21,11.6,2,6
Rice,36.44,82.93,478,0.113,33.06,53.6,0.892,17.99,28.9,2,4
Barley,18.85,73.26,293,0.143,13.96,178.2,0.176,15.03,6.6,2,106
Wheat,33.39,82.54,541,0.122,30.0,180.0,0.888,21.12,5.5,2,2
Rice,24.79,60.01,41,0.987,16.49,2.9,0.06,13.11,0.1,0,585
Maize,8.8,68.8,2,0.859,3.39,49.7,0.148,12.54,2.7,0,598
Sorghum,21.94,57.94,219,0.733,13.28,30.8,0.024,8.12,2.5,0,488
Wheat,2.31,55.44,99,0.546,-5.69,15.8,0.138,10.58,0.7,0,500
Sorghum,36.09,76.72,650,0.131,31.33,265.4,0.941,16.26,11.0,2,5
Rice,27.12,77.16,160,0.103,22.76,28.1,0.293,12.92,3.9,1,191
Sorghum,19.57,58.92,4,0.556,11.31,14.3,0.121,8.91,2.4,0,501
Barley,9.97,50.04,78,0.755,0.04,48.3,0.148,10.76,1.4,0,536
Maize,15.73,79.25,334,0.282,12.14,83.6,0.259,13.74,1.5,1,93
Maize,17.61,71.66,344,0.335,12.43,99.6,0.435,13.3,5.5,1,116
Wheat,17.51,63.86,76,0.36,10.59,35.7,0.009,11.31,2.0,0,555
Barley,9.87,53.08,189,0.899,0.76,49.5,0.065,9.82,1.1,0,446
Wheat,11.72,58.75,5,0.424,3.91,36.6,0.077,13.03,2.3,0,588
Sorghum,39.57,82.11,651,0.103,35.93,138.6,0.955,19.65,10.7,2,3
Sorghum,30.16,71.8,264,0.371,24.49,42.3,0.159,14.4,1.4,1,64
Sorghum,33.73,79.91,400,0.132,29.76,70.7,0.625,20.72,15.4,2,5
Sorghum,19.33,79.98,278,0.452,15.78,155.1,0.194,12.05,8.0,1,121
Sorghum,22.89,62.51,106,0.558,15.34,31.6,0.052,11.23,1.6,0,549
Barley,9.97,48.5,101,0.621,-0.39,1.4,0.017,11.54,0.9,0,521
Wheat,32.93,80.92,730,0.085,29.2,193.8,0.889,16.49,18.6,2,7
Rice,37.88,83.26,335,0.034,34.53,263.5,0.82,20.53,23.2,2,2
Wheat,7.67,60.19,46,0.974,0.44,30.5,0.079,9.98,2.8,0,492
Sorghum,31.86,75.65,336,0.118,27.01,156.8,0.264,14.16,9.5,2,18
Sorghum,24.31,54.19,4,0.376,14.45,8.3,0.029,10.83,2.0,0,537
Wheat,14.62,69.01,140,0.268,9.0,29.9,0.364,15.69,5.7,1,251
Sorghum,19.41,50.89,226,0.631,8.97,20.5,0.106,7.87,0.5,0,446
Maize,15.07,84.82,196,0.158,12.53,64.4,0.159,16.15,9.3,2,53
Wheat,11.21,57.44,69,0.885,3.11,48.7,0.066,10.27,1.6,0,590
Maize,17.67,70.75,274,0.278,12.29,109.1,0.163,15.29,7.1,1,207
Wheat,8.48,49.72,146,0.421,-1.42,14.4,0.127,11.5,0.7,0,499
Maize,13.59,43.29,37,0.624,1.34,28.4,0.118,12.73,2.2,0,559
Sorghum,24.43,78.06,454,0.191,20.35,44.0,0.414,12.86,1.3,1,56
Sorghum,24.9,54.29,212,0.479,15.02,30.4,0.064,9.55,0.5,0,478
Sorghum,20.57,48.1,13,0.393,9.2,44.2,0.045,10.2,0.3,0,506
Sorghum,18.88,57.0,59,0.696,10.17,35.9,0.141,10.06,0.3,0,542
Wheat,29.93,77.85,437,0.188,25.63,274.3,0.361,18.15,5.2,2,10
Maize,8.07,66.41,14,0.738,2.19,0.6,0.044,10.85,2.8,0,544
Barley,22.28,80.13,206,0.494,18.68,38.2,0.131,14.66,3.2,1,94
Wheat,11.99,58.13,2,0.884,4.01,41.2,0.039,11.25,2.2,0,566
Maize,9.5,50.16,53,0.48,-0.36,45.5,0.01,8.42,0.8,0,560
Wheat,38.26,83.9,688,0.111,35.04,54.0,0.59,20.01,25.8,2,2
Rice,35.82,83.81,298,0.15,32.64,49.2,0.633,20.58,20.0,2,1
Maize,26.44,74.19,218,0.292,21.46,171.7,0.302,14.75,8.1,1,87
Sorghum,22.1,76.61,496,0.369,17.79,94.1,0.237,13.56,9.4,1,103
Barley,33.07,78.19,308,0.15,28.75,194.2,0.839,17.48,18.2,2,10
Wheat,24.0,70.14,369,0.362,18.21,131.3,0.372,14.61,4.2,1,61
Wheat,12.39,46.05,78,0.7,1.11,47.4,0.146,11.06,3.0,0,510
Maize,16.21,70.64,261,0.325,10.87,98.2,0.268,14.49,4.4,1,224
Maize,7.46,66.22,8,0.31,1.57,28.0,0.144,10.57,0.4,0,511
Maize,12.64,44.06,69,0.921,0.72,38.9,0.028,12.73,0.6,0,530
Wheat,10.34,55.08,77,0.629,1.71,44.1,0.128,10.17,2.0,0,557
Maize,24.56,70.0,351,0.381,18.72,84.9,0.48,16.04,9.0,1,80
Sorghum,17.5,67.83,46,0.564,11.49,31.0,0.076,10.54,0.4,0,503
Barley,6.44,36.28,92,0.94,-7.44,2.9,0.139,12.1,1.4,0,524
Wheat,33.59,76.17,422,0.024,28.8,97.0,0.433,20.75,24.6,2,5
Barley,17.35,69.96,179,0.115,11.81,48.8,0.496,12.33,1.6,1,199
Barley,21.31,66.64,178,0.128,14.84,34.5,0.311,13.04,2.7,1,115
Wheat,31.74,83.41,389,0.197,28.57,216.4,0.833,18.44,5.1,2,4
Barley,26.39,81.87,424,0.15,23.03,172.1,0.759,18.23,28.1,2,10
Sorghum,39.0,72.01,631,0.021,33.01,185.7,0.648,18.87,22.2,2,4
Barley,30.32,80.65,393,0.067,26.61,88.5,0.4,19.12,26.7,2,4
Wheat,23.87,70.44,433,0.464,18.16,26.3,0.154,14.33,2.1,1,100
Sorghum,24.28,78.92,263,0.272,20.38,143.1,0.124,13.31,8.6,1,125
Wheat,14.5,82.91,488,0.453,11.63,198.8,0.433,15.13,7.4,1,45
Wheat,28.81,89.67,529,0.141,26.94,117.8,0.973,20.18,23.6,2,3
Rice,23.69,43.2,18,0.404,10.43,1.4,0.124,13.19,1.6,0,566
Sorghum,26.54,76.86,523,0.458,22.14,15.9,0.164,13.36,7.4,2,109
Maize,17.22,73.24,316,0.114,12.38,162.1,0.215,14.08,8.2,1,133
Maize,6.37,64.23,116,0.357,0.11,27.1,0.118,11.19,1.6,0,587
Barley,11.01,59.82,16,0.546,3.5,38.9,0.0,10.17,0.5,0,501
Maize,24.05,81.96,233,0.485,20.77,139.6,0.373,15.32,4.6,2,53
Rice,22.62,73.49,255,0.12,17.63,13.0,0.372,16.19,0.8,1,84
Rice,40.44,84.27,220,0.141,37.25,228.4,0.846,23.68,26.5,2,2
Barley,12.24,64.24,18,0.526,5.68,43.0,0.087,11.22,1.7,0,550
Wheat,12.89,48.63,171,0.95,2.33,28.9,0.097,10.4,0.8,0,509
Rice,16.85,58.78,101,0.936,8.73,14.5,0.145,9.96,0.7,0,562
Wheat,11.02,61.23,102,0.939,3.84,43.7,0.145,12.05,1.6,0,577
Sorghum,19.44,46.78,138,0.689,7.76,37.0,0.071,10.27,1.6,0,566
Wheat,33.72,85.64,417,0.094,30.97,137.4,0.477,18.55,24.3,2,2
Sorghum,21.73,57.3,17,0.509,12.91,17.7,0.08,6.5,2.0,0,590
Barley,8.91,50.81,140,0.542,-0.73,39.2,0.116,9.86,1.5,0,599
Barley,24.56,70.33,221,0.135,18.79,87.0,0.168,17.45,5.0,1,78
Wheat,15.16,46.9,96,0.348,3.89,45.7,0.038,8.83,2.4,0,514
Barley,11.58,65.78,69,0.979,5.4,39.0,0.098,10.19,1.9,0,571
Wheat,7.55,67.56,53,0.523,1.94,26.1,0.108,9.09,0.2,0,531
Sorghum,37.46,85.65,725,0.018,34.63,242.2,0.453,21.43,23.2,2,1
Rice,28.64,70.31,212,0.403,22.69,24.9,0.356,15.4,2.8,1,112
Sorghum,28.05,58.03,165,0.77,19.01,14.4,0.09,7.22,0.2,0,448
Maize,7.73,49.52,4,0.568,-2.17,48.0,0.032,12.47,2.1,0,585
Sorghum,16.28,42.68,24,0.584,3.57,17.0,0.035,11.37,2.0,0,572
Sorghum,19.79,51.34,75,0.803,9.45,12.1,0.042,11.89,0.8,0,565
Maize,18.1,73.45,137,0.19,13.27,145.4,0.216,15.7,3.4,1,209
Maize,20.99,79.26,118,0.424,17.26,23.2,0.324,17.01,9.4,1,76
Barley,17.67,62.02,137,0.376,10.3,40.6,0.251,14.29,4.4,1,396
Sorghum,29.29,69.96,300,0.474,23.23,70.9,0.34,13.2,9.4,1,148
Wheat,33.95,75.39,420,0.019,28.96,48.3,0.533,20.42,28.5,2,4
Wheat,33.18,73.65,359,0.167,27.82,137.1,0.834,21.03,7.0,2,4
Wheat,16.46,70.13,191,0.118,11.0,149.5,0.455,14.72,5.1,1,61
Barley,15.84,75.54,220,0.361,11.52,163.9,0.17,14.9,6.9,1,134
Rice,19.65,56.43,105,0.401,10.74,34.6,0.019,10.15,2.9,0,528
Barley,16.51,68.88,284,0.229,10.77,104.8,0.403,14.98,2.0,1,113
Sorghum,39.1,75.97,730,0.135,34.06,189.0,0.513,16.12,21.2,2,6
Wheat,4.89,62.52,22,0.956,-1.66,38.2,0.041,13.48,1.5,0,543
Rice,37.39,80.55,382,0.008,33.46,293.5,0.676,19.23,10.5,2,3
Sorghum,17.87,55.65,152,0.325,8.87,25.1,0.04,9.58,0.4,0,543
Wheat,21.74,74.59,363,0.315,17.02,184.7,0.442,13.55,0.5,1,67
Maize,25.8,72.4,336,0.264,20.45,121.3,0.368,16.52,5.7,1,56
Wheat,17.29,73.61,242,0.379,12.53,156.3,0.391,16.59,6.5,1,59
Maize,11.92,42.31,2,0.767,-0.49,18.7,0.074,11.21,2.3,0,544
Sorghum,38.62,80.98,643,0.01,34.75,28.4,0.365,13.82,24.0,2,6
Wheat,35.51,74.92,354,0.092,30.36,223.7,0.389,19.22,18.1,2,5
Barley,4.17,49.97,63,0.857,-5.33,42.1,0.138,10.93,2.9,0,500
Barley,7.22,59.31,67,0.662,-0.18,3.0,0.01,10.39,0.4,0,509
Rice,26.59,67.79,110,0.809,20.14,10.7,0.049,13.37,1.3,1,399
Rice,23.56,56.3,68,0.481,14.34,18.9,0.043,11.14,3.0,0,574
Rice,29.18,71.45,359,0.458,23.47,106.0,0.385,14.21,8.7,1,80
Barley,13.83,51.84,69,0.769,4.1,13.2,0.043,11.03,0.1,0,569
Wheat,34.54,82.63,730,0.193,31.14,90.0,0.886,22.51,21.2,2,3
Wheat,24.19,74.72,482,0.155,19.41,56.8,0.435,16.0,7.5,1,46
Sorghum,40.97,80.85,730,0.083,37.01,69.6,0.711,17.32,10.8,2,4
Sorghum,32.12,68.55,471,0.401,25.59,183.5,0.281,12.68,1.2,1,81
Barley,11.98,53.38,157,0.605,2.8,3.9,0.013,10.8,1.1,0,567
Sorghum,21.89,43.77,87,0.363,9.0,44.8,0.143,12.38,2.7,0,576
Maize,6.84,45.37,97,0.847,-4.16,1.6,0.046,10.07,2.1,0,578
Barley,6.26,62.17,158,0.386,-0.44,14.9,0.024,10.93,0.8,0,492
Wheat,13.96,67.25,167,0.924,7.98,15.4,0.056,11.5,1.3,0,601
Rice,23.67,45.01,84,0.522,11.03,33.0,0.122,13.52,2.9,0,511
Maize,17.54,70.97,173,0.228,12.21,177.8,0.297,12.42,4.4,1,281
Maize,34.8,85.72,259,0.195,32.04,63.1,0.473,20.56,22.0,2,2
Maize,5.56,60.68,40,0.6,-1.43,34.5,0.043,13.76,0.4,0,538
Sorghum,42.01,79.31,529,0.013,37.66,177.6,0.767,16.5,5.8,2,6
Rice,20.05,47.91,85,0.934,8.67,46.7,0.125,13.32,2.5,0,509
Barley,30.7,75.78,345,0.168,25.92,189.2,0.875,18.58,29.4,2,6
Rice,15.9,54.05,28,0.52,6.61,17.2,0.004,12.43,2.5,0,512
Barley,9.89,66.74,5,0.613,4.0,19.2,0.137,9.67,0.2,0,560
Sorghum,39.06,85.41,655,0.137,36.15,166.8,0.73,18.1,13.9,2,1
Maize,17.72,82.92,310,0.424,14.78,110.0,0.193,13.83,2.7,2,68
Barley,4.23,50.68,91,0.858,-5.09,49.8,0.109,11.06,1.8,0,580
Wheat,30.54,80.32,730,0.123,26.75,256.9,0.661,21.25,21.7,2,3
Barley,33.27,78.32,657,0.052,28.97,92.8,0.474,15.66,17.4,2,12
Sorghum,17.81,68.66,224,0.512,11.97,42.7,0.078,12.23,0.9,1,323
Barley,9.3,45.02,74,0.689,-2.02,41.6,0.099,11.56,0.2,0,586
Rice,22.9,52.95,42,0.628,12.79,41.9,0.084,11.05,1.1,0,597
Sorghum,16.78,63.52,223,0.314,9.82,40.3,0.115,8.85,2.5,0,460
Rice,42.4,79.58,387,0.112,38.1,99.0,0.825,18.95,14.1,2,4
Barley,0.28,66.79,49,0.438,-5.16,16.4,0.027,10.19,1.8,0,557
Sorghum,15.95,57.98,151,0.318,7.69,33.3,0.012,11.45,1.7,0,530
Sorghum,38.27,79.9,703,0.004,34.17,135.3,0.719,20.69,11.2,2,2
Wheat,16.72,67.52,278,0.35,10.67,183.6,0.206,14.91,8.4,1,309
Maize,36.26,85.56,274,0.197,33.44,295.0,0.435,21.9,22.8,2,2
Sorghum,35.14,70.22,288,0.337,28.88,77.7,0.19,13.56,3.9,1,20
Sorghum,18.93,64.55,24,0.803,12.09,7.2,0.083,9.32,1.7,0,541
Maize,9.21,60.51,29,0.337,1.97,18.1,0.001,10.75,2.4,0,571
Wheat,32.47,80.67,523,0.032,28.7,165.0,0.51,20.24,20.4,2,2
Barley,28.98,76.84,463,0.003,24.49,221.7,0.767,17.67,14.9,2,14
Barley,18.41,77.14,409,0.191,14.33,42.1,0.361,11.95,2.4,1,50
Rice,20.28,44.79,77,0.938,7.88,2.1,0.085,12.42,2.7,0,521
Wheat,11.69,53.1,85,0.37,2.45,23.4,0.131,6.4,1.6,0,563
Maize,29.34,83.15,457,0.151,26.17,168.7,0.503,19.55,19.4,2,6
Maize,21.83,65.76,230,0.413,15.13,181.3,0.22,15.75,1.5,1,339
Rice,18.55,67.09,86,0.346,12.32,22.7,0.052,12.31,2.4,0,519
Barley,15.28,47.56,80,0.9,4.2,0.9,0.081,7.91,1.7,0,561
Maize,11.7,65.96,116,0.329,5.55,55.6,0.105,13.7,1.2,1,339
Maize,9.96,59.0,41,0.332,2.32,16.1,0.041,13.39,1.4,0,535
Sorghum,22.53,58.88,156,0.536,14.08,19.2,0.106,11.03,0.5,0,495
Maize,8.53,61.4,5,0.89,1.53,28.7,0.107,11.03,1.2,0,500
Rice,40.81,88.82,494,0.005,38.59,97.2,0.691,22.32,14.5,2,1
Wheat,21.03,78.06,356,0.32,17.05,63.3,0.248,15.28,1.5,2,97
Maize,4.54,57.07,20,0.728,-3.22,36.7,0.119,11.27,0.9,0,570
Wheat,27.68,82.08,573,0.135,24.33,178.6,0.917,22.56,23.0,2,5
Sorghum,25.4,77.94,399,0.467,21.26,12.1,0.418,14.39,8.1,2,69
Barley,33.64,81.14,372,0.193,29.94,69.8,0.446,19.2,16.9,2,5
Maize,12.54,46.31,31,0.369,1.32,25.1,0.131,11.06,0.8,0,525
Maize,8.48,63.34,89,0.475,1.92,37.6,0.136,9.55,2.1,0,558
Rice,25.05,68.71,124,0.319,18.89,100.5,0.33,15.44,0.1,1,233
Wheat,11.13,59.56,77,0.777,3.55,38.9,0.093,11.54,0.9,0,525
Rice,30.84,70.62,129,0.231,24.87,60.2,0.444,16.85,1.4,1,41
Rice,39.73,83.98,488,0.114,36.49,35.1,0.947,19.35,5.7,2,2
Wheat,16.94,49.94,176,0.955,6.43,32.5,0.041,10.19,2.4,0,515
Sorghum,22.79,70.8,447,0.465,17.2,134.3,0.487,15.08,0.6,1,69
Sorghum,21.14,54.48,39,0.566,11.59,49.5,0.028,8.07,1.6,0,586
Wheat,11.35,63.32,36,0.574,4.63,31.3,0.144,8.96,2.0,0,572
Sorghum,19.85,63.36,201,0.831,12.68,41.2,0.089,10.57,1.9,0,421
Sorghum,17.67,61.78,169,0.824,10.24,24.6,0.052,8.47,1.2,0,508
Sorghum,36.44,81.21,730,0.164,32.68,186.1,0.516,18.42,14.0,2,2
Sorghum,19.69,59.3,53,0.787,11.52,8.8,0.002,11.54,0.2,0,523
Barley,10.62,54.24,92,0.527,1.76,47.7,0.148,8.53,0.5,0,595
Sorghum,35.4,75.38,464,0.282,30.36,19.8,0.323,10.97,2.7,2,20
Wheat,5.94,46.99,83,0.528,-4.51,31.0,0.022,9.68,1.1,0,558
Sorghum,37.23,81.67,687,0.157,33.55,176.4,0.588,16.58,5.8,2,3
Rice,29.15,72.08,235,0.146,23.59,71.8,0.319,17.37,4.8,1,38
Barley,23.08,74.28,242,0.128,18.25,149.4,0.488,11.41,1.2,1,122
Rice,21.27,57.92,27,0.368,12.65,4.3,0.042,12.09,0.7,0,568
Barley,20.23,77.35,290,0.25,16.13,95.5,0.258,13.49,0.1,2,59
Maize,4.84,50.29,54,0.769,-4.63,47.1,0.128,14.47,2.2,0,518
Wheat,13.69,59.3,14,0.599,5.89,48.6,0.008,12.34,0.5,0,517
Barley,9.31,48.63,55,0.416,-0.96,35.5,0.1,14.2,1.0,0,572
Barley,14.81,49.99,18,0.802,4.48,11.2,0.02,7.77,2.2,0,512
Wheat,29.17,77.26,676,0.102,24.77,146.0,0.99,19.61,28.0,2,9
Sorghum,14.13,56.57,228,0.946,5.63,13.3,0.01,8.15,0.2,0,466
Rice,42.04,77.4,356,0.146,37.24,96.0,0.767,20.54,19.6,2,2
Wheat,21.84,76.73,360,0.22,17.57,44.1,0.27,15.74,9.7,2,46
Maize,9.06,58.4,105,0.767,1.33,36.2,0.127,10.98,2.2,0,503
Barley,19.06,75.44,366,0.338,14.61,152.5,0.224,14.99,2.9,2,100
Rice,21.19,60.16,92,0.45,13.15,10.0,0.023,14.19,0.5,0,560
Maize,7.6,52.12,119,0.935,-1.59,6.3,0.044,10.96,2.0,0,579
Maize,13.67,34.25,28,0.904,-1.81,46.2,0.103,8.82,0.6,0,588
Maize,9.44,62.55,13,0.591,2.65,41.2,0.077,8.68,2.1,0,559
Wheat,20.22,71.8,523,0.203,14.96,150.7,0.278,15.94,0.9,1,99
Barley,30.13,78.22,301,0.183,25.91,36.9,0.917,19.39,8.6,2,7
Rice,19.3,62.82,119,0.694,12.03,7.2,0.024,12.86,2.0,0,505
Barley,9.2,47.88,100,0.957,-1.27,14.3,0.116,8.4,2.2,0,532
Sorghum,34.74,77.08,456,0.268,30.11,60.9,0.477,16.24,3.1,2,12
Maize,34.97,82.07,479,0.195,31.44,86.3,0.688,19.54,20.9,2,5
Rice,19.82,65.83,108,0.966,13.24,18.5,0.112,13.11,1.7,0,560
Barley,6.07,55.66,18,0.854,-2.13,38.0,0.09,11.25,1.7,0,592
Sorghum,18.43,54.18,51,0.975,9.0,23.5,0.098,11.09,2.4,0,601
Wheat,30.19,79.53,671,0.099,26.24,110.8,0.481,20.67,24.5,2,4
Wheat,39.33,83.23,730,0.192,35.94,117.5,0.625,17.21,13.2,2,4
Wheat,9.83,56.98,185,0.337,1.71,33.7,0.085,12.25,2.8,0,447
Barley,22.07,77.96,193,0.483,18.04,20.9,0.367,15.81,2.9,2,33
Maize,38.64,89.61,514,0.149,36.61,90.6,0.574,18.58,24.9,2,2
Sorghum,19.3,44.61,209,0.93,6.94,43.6,0.127,9.82,2.3,0,440
Maize,19.13,67.31,353,0.153,12.92,117.3,0.179,17.01,5.1,1,91
Sorghum,13.99,50.33,34,0.719,3.82,13.9,0.055,10.91,1.8,0,553
Rice,20.16,55.3,110,0.622,10.91,26.0,0.107,13.35,1.5,0,560
Rice,16.77,59.15,102,0.594,8.75,32.8,0.033,11.18,0.9,0,520
Barley,29.08,70.03,226,0.472,23.04,199.5,0.153,14.68,2.5,1,42
Rice,17.91,55.32,53,0.868,8.82,40.0,0.133,13.18,1.4,0,592
